id,Description,Seller Message,Created (UTC),Amount,Amount Refunded,Currency,Status,Customer ID,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card Address Country,Card Issue Country,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Payment Source Type,Destination,Transfer,Interchange Costs,Merchant Service Charge,Transfer Group,PaymentIntent ID,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GOCamGF2YxxrSPIRpP2ogl3,Charge for payment 4894930c-990b-40af-aa2e-a6ef0268bb40,Payment complete.,2020-03-19 00:50,"49,00","0,00",usd,Paid,cus_GZafzD5Dax7aav,true,src_1G2RUCGF2YxxrSPI02aVeB2Z,Visa,debit,9,2022,us,US,,pass,pass,,,card,,po_1GQNgyGF2YxxrSPIQrHbU9uo,"0,52","1,00",,,,US
ch_1GOBkPGF2YxxrSPIK74XfvG8,Charge for payment 4bf2ac17-75d1-4fe6-96f6-98b135ea02e4,Payment complete.,2020-03-18 23:56,"49,00","0,00",usd,Paid,cus_Gw3rWPfwkqb6Y1,true,src_1GOBjtGF2YxxrSPILnSu6vu7,MasterCard,debit,1,2023,us,US,pass,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GOBYaGF2YxxrSPIchb90Htq,Invoice 4FC6C45A-0004,The bank returned the decline code `incorrect_number`.,2020-03-18 23:44,"49,00","0,00",usd,Failed,cus_GNx9Ff1mzq8paA,false,src_1FrBEpGF2YxxrSPInc4iAAWY,Visa,debit,3,2020,us,US,,pass,pass,in_1GOAcNGF2YxxrSPICjZ3GxQr,4FC6C45A-0004,card,,,"0,00","0,00",,pi_1GOBYaGF2YxxrSPIVoD9A5u7,,
ch_1GOApdGF2YxxrSPIs5kyYxma,Invoice 68C1508C-0006,The bank returned the decline code `insufficient_funds`.,2020-03-18 22:57,"49,00","0,00",usd,Failed,cus_FzxK0XGIxccmRc,false,src_1FTxuRGF2YxxrSPITuaptZvW,Visa,credit,9,2022,us,US,,fail,fail,in_1GN4SaGF2YxxrSPI4s7snikk,68C1508C-0006,card,,,"0,00","0,00",,pi_1GN5OqGF2YxxrSPImYpqbyCa,,
ch_1GOAAEGF2YxxrSPIYYGXH7lu,Charge for payment 8444c109-5e47-482e-acbe-730ca1823b44,The bank returned the decline code `do_not_honor`.,2020-03-18 22:15,"49,00","0,00",usd,Failed,cus_Gk1pCDKrODks6U,false,src_1GCXkWGF2YxxrSPI9dOPuNYL,Visa,debit,1,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GO9XJGF2YxxrSPI0oQb0GFR,Charge for payment 8cbf8373-13ba-4abb-b3f7-39470b5a561b,Payment complete.,2020-03-18 21:34,"49,00","0,00",usd,Paid,cus_Gw1aZgdrWM8pfN,true,src_1GO9TfGF2YxxrSPI2f8r8HUy,MasterCard,credit,4,2022,us,US,pass,fail,fail,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,66","0,86",,,,US
ch_1GO8qSGF2YxxrSPI0BXPVF4Q,Charge for payment fde23cbc-59ea-4f7c-9917-75df6254e6af,The bank returned the decline code `insufficient_funds`.,2020-03-18 20:50,"49,00","0,00",usd,Failed,cus_Gl8wKdV5o8IYtv,false,src_1GDceNGF2YxxrSPI5albiPKx,Visa,debit,10,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GO8ITGF2YxxrSPIfve3S22l,Invoice 12043570-0010,Payment complete.,2020-03-18 20:15,"49,00","0,00",usd,Paid,cus_FHLSiokn31MVrp,true,src_1EmmlUGF2YxxrSPILTR0Io6b,Visa,debit,3,2022,us,US,,pass,pass,in_1GO7MHGF2YxxrSPIFWMbcefy,12043570-0010,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO8ITGF2YxxrSPIARhUVnRc,US 2020-2544,
ch_1GO8DuGF2YxxrSPIVwp8WgjW,Invoice 395D7C0-0032,Payment complete.,2020-03-18 20:10,"49,00","0,00",usd,Paid,cus_Cxa6oT4ShsXFg6,true,src_1EmmghGF2YxxrSPIyGZCC2FL,Visa,debit,3,2022,us,US,,fail,fail,in_1GO7HIGF2YxxrSPIWfgOLxdZ,395D7C0-0032,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO8DtGF2YxxrSPI6av3FeUa,US 2020-2543,
ch_1GO86mGF2YxxrSPImwl0OGnZ,Charge for payment bf220a48-6095-412e-8fe5-9ff41cb0dbfa,Payment complete.,2020-03-18 20:03,"49,00","0,00",usd,Paid,cus_Gw06KCBOpc07QY,true,src_1GO85sGF2YxxrSPIkpSBUfft,Visa,debit,8,2022,us,US,pass,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GO7urGF2YxxrSPIZEPcpuUJ,Charge for payment 86b105e0-0887-45b5-beca-8d4c7e5b8f7c,Payment complete.,2020-03-18 19:51,"49,00","0,00",usd,Paid,cus_GZVpqm0GJRVJtS,true,src_1G2MmiGF2YxxrSPImy1fcQ9N,Visa,debit,11,2021,us,US,,pass,fail,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GO6z3GF2YxxrSPINDIKFAsq,Charge for payment ce9cf24a-ef20-4649-b990-23a9244ea43d,Payment complete.,2020-03-18 18:51,"49,00","0,00",usd,Paid,cus_Gl6xm85AsmjykJ,true,src_1GDairGF2YxxrSPIy1lwnFE3,Visa,debit,9,2021,us,US,,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GO6yAGF2YxxrSPINVk2ydVz,Charge for payment de5d0be3-5b6d-4e26-a3db-cabcd65990cd,Payment complete.,2020-03-18 18:50,"49,00","0,00",usd,Paid,cus_Gl6iLT8v0FZ9i7,true,src_1GDaUhGF2YxxrSPIbVjQA22p,Visa,credit,5,2023,us,US,,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,67","0,85",,,,US
ch_1GO60mGF2YxxrSPIzPEZNKL7,Invoice 1CB619EA-0015,The bank returned the decline code `stolen_card`.,2020-03-18 17:49,"49,00","0,00",usd,Failed,cus_EnTqHHRLoQb4DP,false,src_1FwtJxGF2YxxrSPISWbvEgNl,Visa,debit,1,2022,us,US,,unavailable,unavailable,in_1GIdvAGF2YxxrSPIr5ERCTa3,1CB619EA-0015,card,,,"0,00","0,00",,pi_1GIerIGF2YxxrSPIPhhesjAb,,
ch_1GO5w0GF2YxxrSPIv0Q09bnW,Invoice D31F02CB-0012,Payment complete.,2020-03-18 17:44,"49,00","0,00",usd,Paid,cus_EuSFaKi4SSGERn,true,src_1EQdJoGF2YxxrSPINHQ9o2o3,Visa,debit,8,2022,us,US,,pass,pass,in_1GO4zuGF2YxxrSPIj7JEooPB,D31F02CB-0012,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO5vzGF2YxxrSPIdUA5UcgL,US 2020-2537,
ch_1GO5OeGF2YxxrSPId6y0SObr,Invoice 34412714-0004,Payment complete.,2020-03-18 17:09,"49,00","0,00",usd,Paid,cus_GNqnUIO0OP0dfb,true,src_1Fr53tGF2YxxrSPIzzS7Fmnt,Visa,debit,9,2024,us,US,,pass,pass,in_1GO4SPGF2YxxrSPICT5tY876,34412714-0004,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO5OdGF2YxxrSPIEeW34xWs,US 2020-2535,
ch_1GO4T2GF2YxxrSPIRWTtuEQz,Charge for payment 777241c4-21cb-48ca-863e-ca3b5b96dc12,Payment complete.,2020-03-18 16:10,"49,00","0,00",usd,Paid,cus_GvwLJaNZKrnOSG,true,src_1GO4SNGF2YxxrSPIOnZTf3Kz,Visa,credit,6,2022,us,US,pass,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,67","0,85",,,,US
ch_1GO3JnGF2YxxrSPIPimg0Mi5,Charge for payment 9afbd42d-7de1-4a4e-a55e-babbef47465d,Payment complete.,2020-03-18 14:56,"49,00","0,00",usd,Paid,cus_Gvv9UpZl5aMIua,true,src_1GO3IEGF2YxxrSPIRO5kLiDy,Visa,debit,8,2023,us,US,pass,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GO2fhGF2YxxrSPI6y0nhvJw,Charge for payment 5e28e662-a197-40d1-891a-808668d123c2,The bank returned the decline code `do_not_honor`.,2020-03-18 14:15,"49,00","0,00",usd,Failed,cus_GgRN228M6l4Hhu,false,src_1G94QdGF2YxxrSPIfHC7pVWw,Visa,debit,11,2024,us,US,,fail,fail,,,card,,,"0,00","0,00",,,,US
ch_1GO2d8GF2YxxrSPIl7ZQl3wC,Invoice C8379431-0006,Payment complete.,2020-03-18 14:12,"49,00","0,00",usd,Paid,cus_G0x9Jin26mo9c9,true,src_1FUvEFGF2YxxrSPI1izHxog4,Visa,debit,8,2022,us,US,,pass,pass,in_1GO1gzGF2YxxrSPItHYhOSng,C8379431-0006,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO2d8GF2YxxrSPIuco3KD0O,US 2020-2532,
ch_1GO2HQGF2YxxrSPIA58xQ9XH,Invoice 2CF0D952-0004,Payment complete.,2020-03-18 13:49,"49,00","0,00",usd,Paid,cus_GNnZ7QX1ajgvbn,true,src_1Fr1xlGF2YxxrSPI4HolPOBK,Visa,debit,11,2024,us,US,,pass,pass,in_1GO1LEGF2YxxrSPIZ2JzXUEJ,2CF0D952-0004,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GO2HQGF2YxxrSPIs17jUyEx,US 2020-2531,
ch_1GNyvSGF2YxxrSPIN38J26jr,Charge for payment 0ea43408-ee48-48f2-bff5-0718f7ff7198,The bank returned the decline code `do_not_honor`.,2020-03-18 10:15,"49,00","0,00",usd,Failed,cus_Gaz70FBIL8S6x8,false,src_1G3n8bGF2YxxrSPIa17jDmIo,Visa,prepaid,11,2023,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GNyXtGF2YxxrSPIIwCKujUB,Charge for payment d5f06fce-ed1a-4949-ba79-801c335174b3,Payment complete.,2020-03-18 09:50,"49,00","0,00",usd,Paid,cus_GkxftopTIBdu0r,true,src_1GDRgJGF2YxxrSPIhg7NgLvj,MasterCard,credit,8,2024,us,US,,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,66","0,86",,,,US
ch_1GNu5uGF2YxxrSPIBDwzktaX,Invoice 552D0B5-0014,Payment complete.,2020-03-18 05:05,"49,00","0,00",usd,Paid,cus_EP99bEUWSe7fuN,true,src_1EQRUMGF2YxxrSPIiHzR7eFP,MasterCard,credit,5,2023,us,US,,pass,pass,in_1GNt9IGF2YxxrSPIMgB7fyFI,552D0B5-0014,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,66","0,86",,pi_1GNu5tGF2YxxrSPIN2FZ2JuH,US 2020-2525,
ch_1GNtHfGF2YxxrSPIG1LDD2AL,Invoice 2D49BF9E-0005,Payment complete.,2020-03-18 04:13,"49,00","0,00",usd,Paid,cus_GCPTgMfqEXC5YR,true,src_1Fg0fnGF2YxxrSPIJM80tt4N,MasterCard,debit,9,2022,us,US,,pass,pass,in_1GNsLUGF2YxxrSPIQwvkFvJc,2D49BF9E-0005,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GNtHeGF2YxxrSPIZjTLwalT,US 2020-2524,
ch_1GNt3NGF2YxxrSPIfu6iIFeX,Invoice 81CF14D-0013,The bank returned the decline code `insufficient_funds`.,2020-03-18 03:58,"49,00","0,00",usd,Failed,cus_Ehp7WHEEDluoE0,false,src_1F7ZAKGF2YxxrSPIR2bcYv04,Visa,prepaid,10,2020,us,US,,fail,fail,in_1GMmgWGF2YxxrSPIo4TieK4I,81CF14D-0013,card,,,"0,00","0,00",,pi_1GMnceGF2YxxrSPIujavYhqB,,
ch_1GNsrwGF2YxxrSPI8iVAHcR2,Invoice 50575D48-0004,Payment complete.,2020-03-18 03:47,"49,00","0,00",usd,Paid,cus_GNdqEdfVh116ej,true,src_1FqsXxGF2YxxrSPI3mpc5U70,MasterCard,debit,3,2023,us,US,,pass,pass,in_1GNrvmGF2YxxrSPIkEelwynb,50575D48-0004,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,pi_1GNsrwGF2YxxrSPIhMP5LbmV,US 2020-2523,
ch_1GNsVKGF2YxxrSPIWl8JfADe,Charge for payment 203b429a-1c01-488f-ae97-d08be954d8dd,Payment complete.,2020-03-18 03:23,"49,00","0,00",usd,Paid,cus_GvjzNRFC5sfavm,true,src_1GNsT4GF2YxxrSPIx6nELWx9,Visa,debit,6,2020,us,US,pass,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,51","1,01",,,,US
ch_1GNrzEGF2YxxrSPIDTBHvRqa,Charge for payment 7650f04c-0c77-443b-9e0f-94587cd4f3d2,Payment complete.,2020-03-18 02:50,"49,00","0,00",usd,Paid,cus_GkqiQCJPLMrQrs,true,src_1GDL07GF2YxxrSPIrdAL6adm,Visa,debit,10,2023,us,US,,pass,pass,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,89","0,63",,,,US
ch_1GNru0GF2YxxrSPIittrR4ZA,Invoice D93A799E-0004,Payment complete.,2020-03-18 02:45,"49,00","0,00",usd,Paid,cus_GNcqJgIQ693Wiz,true,src_1FqraYGF2YxxrSPIBU1RQpQ9,MasterCard,credit,8,2022,us,US,,pass,fail,in_1GNqxmGF2YxxrSPITZ8fW8rM,D93A799E-0004,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,66","0,86",,pi_1GNru0GF2YxxrSPIivrjyU09,US 2020-2520,
ch_1GNrqLGF2YxxrSPIrCft72he,Invoice 6270205D-0009,Payment complete.,2020-03-18 02:41,"49,00","0,00",usd,Paid,cus_FSJEdqcvH3qLZ7,true,src_1ExObpGF2YxxrSPILC3fG00Z,American Express,credit,2,2024,us,US,,pass,pass,in_1GNquBGF2YxxrSPIssl25sFI,6270205D-0009,card,,po_1GPelZGF2YxxrSPIz29csQ5H,,,,pi_1GNrqKGF2YxxrSPI1hDj2037,US 2020-2519,
ch_1GNr33GF2YxxrSPIOL1L0cZd,Charge for payment 4a180a62-b3f5-4b2b-a9e1-1dbfa9025d79,Payment complete.,2020-03-18 01:50,"49,00","0,00",usd,Paid,cus_GkpkBZOCMFrU1i,true,src_1GDJuNGF2YxxrSPIR9Ux3Fyb,Visa,credit,9,2023,us,US,,pass,fail,,,card,,po_1GPelZGF2YxxrSPIz29csQ5H,"0,67","0,85",,,,US
ch_1GNr2tGF2YxxrSPIQMn5AWss,Charge for payment 4c4a1e70-ac02-41d9-813d-555bb351e043,The bank returned the decline code `insufficient_funds`.,2020-03-18 01:50,"49,00","0,00",usd,Failed,cus_GZDe58JWxzY2Ok,false,src_1G25CeGF2YxxrSPISZTVDYLU,Visa,credit,10,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GNpYnGF2YxxrSPIUaIndCC8,Charge for payment 2edc07d9-525a-4365-bcfd-524b9f25f909,The bank returned the decline code `insufficient_funds`.,2020-03-18 00:15,"49,00","0,00",usd,Failed,cus_GhMQn2MMmzAgyC,false,src_1G9xgqGF2YxxrSPIQWVn47ji,MasterCard,prepaid,12,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GNolaGF2YxxrSPIvrNewWbf,Charge for payment e7303595-87ef-47d9-b0aa-fbf627fd78ed,Payment complete.,2020-03-17 23:24,"49,00","0,00",usd,Paid,cus_Gvg7IbGEOrB4or,true,src_1GNokmGF2YxxrSPIQJZC7okR,Visa,credit,2,2024,us,US,pass,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,66","0,85",,,,US
ch_1GNoiaGF2YxxrSPIteA08s5w,Invoice 7279F5CE-0010,Payment complete.,2020-03-17 23:21,"49,00","0,00",usd,Paid,cus_FH1AKExcsmB6Tv,true,src_1EmTBtGF2YxxrSPIPoJ5yZJf,American Express,credit,9,2023,us,US,,pass,pass,in_1GNnmNGF2YxxrSPIFsA4TZ5E,7279F5CE-0010,card,,po_1GOZLCGF2YxxrSPISv21y7JH,,,,pi_1GNoiZGF2YxxrSPINkdIWQKh,US 2020-2515,
ch_1GNoRNGF2YxxrSPIDsCiZvxp,Charge for payment 74429d5f-0e94-475a-8dfd-d8ebf5b5af5c,Payment complete.,2020-03-17 23:03,"49,00","0,00",usd,Paid,cus_GvfmR64ioBBVTg,true,src_1GNoQSGF2YxxrSPIHwTEEoXO,MasterCard,debit,3,2024,us,US,pass,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,01",,,,US
ch_1GNoK8GF2YxxrSPIFFJnr6uh,Invoice F336223-0033,Payment complete.,2020-03-17 22:55,"49,00","0,00",usd,Paid,cus_CIFAHmH7ZMdlLu,true,src_1FJoMnGF2YxxrSPI14jneHUu,MasterCard,debit,5,2022,us,US,,pass,pass,in_1GNnO1GF2YxxrSPId9xnd8GL,F336223-0033,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,01",,pi_1GNoK7GF2YxxrSPI4G0DEoVD,US 2020-2513,
ch_1GNoElGF2YxxrSPIoUOxIwvo,Invoice 6E4648B3-0012,Payment complete.,2020-03-17 22:50,"49,00","0,00",usd,Paid,cus_Eu9x1plZT9xfSx,true,src_1EQLdCGF2YxxrSPIa8J2LZyy,Visa,credit,1,2022,us,US,,pass,pass,in_1GNnIeGF2YxxrSPIZ4PzYUHS,6E4648B3-0012,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,66","0,85",,pi_1GNoElGF2YxxrSPIkZOfiSC1,US 2020-2512,
ch_1GNnIdGF2YxxrSPIAZWedfhV,Charge for payment 488c321d-a323-4cfc-8b49-b2f25f3b2921,Payment complete.,2020-03-17 21:50,"49,00","0,00",usd,Paid,cus_GkmAVQ0i5N3Wda,true,src_1GDGXWGF2YxxrSPIyS4IlxPa,Visa,debit,12,2022,us,US,,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,51","1,00",,,,US
ch_1GNlvLGF2YxxrSPI42OkeYso,Invoice DDA27E94-0005,Payment complete.,2020-03-17 20:22,"49,00","0,00",usd,Paid,cus_GCHtiUHaGllv3a,true,src_1FftJAGF2YxxrSPIBbJp2UHy,MasterCard,debit,5,2023,us,US,,fail,fail,in_1GNkzDGF2YxxrSPIbslmMzQv,DDA27E94-0005,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,01",,pi_1GNlvLGF2YxxrSPIoupgSe9K,US 2020-2508,
ch_1GNlQrGF2YxxrSPIni7Xc8JN,Charge for payment 874862b0-98f7-4b98-bd2e-3ed0ef17b9a0,Payment complete.,2020-03-17 19:50,"49,00","0,00",usd,Paid,cus_GZ87Z6vvkiIA9E,true,src_1G1zqsGF2YxxrSPIDb6CVENC,Visa,credit,11,2023,us,US,,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,66","0,85",,,,US
ch_1GNkjQGF2YxxrSPI8u6ZhVoo,Charge for payment 54b13249-ec63-4295-81de-3440e995bc94,Payment complete.,2020-03-17 19:05,"49,00","0,00",usd,Paid,cus_Gvbx7ehPhFEybG,true,src_1GNkixGF2YxxrSPI7rlkss2S,Visa,debit,12,2021,us,US,pass,pass,fail,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,51","1,00",,,,US
ch_1GNkEyGF2YxxrSPIgpXccq96,Invoice 3FED4083-0010,Payment complete.,2020-03-17 18:34,"49,00","0,00",usd,Paid,cus_FGwbR06g4OrUtd,true,src_1EmOf7GF2YxxrSPIy9D1V646,MasterCard,credit,4,2022,us,US,,pass,pass,in_1GNjIkGF2YxxrSPIIEKtyRZQ,3FED4083-0010,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,66","0,85",,pi_1GNkEyGF2YxxrSPIIaV8KnQJ,US 2020-2504,
ch_1GNjqNGF2YxxrSPINdGHbfTu,Invoice 13CD9519-0007,Payment complete.,2020-03-17 18:08,"49,00","0,00",usd,Paid,cus_FpOx2vptCDoI7I,true,src_1FJk9KGF2YxxrSPIWQ4eX0tm,American Express,credit,7,2024,us,US,,pass,pass,in_1GNitiGF2YxxrSPIJBa0W33U,13CD9519-0007,card,,po_1GOZLCGF2YxxrSPISv21y7JH,,,,pi_1GNjqMGF2YxxrSPIdwljXxRb,US 2020-2502,
ch_1GNjYFGF2YxxrSPI2GYKUlZW,Charge for payment 3ef38506-d170-4307-8f12-963b67449d5e,Payment complete.,2020-03-17 17:50,"49,00","0,00",usd,Paid,cus_GkihCAsySIps8B,true,src_1GDDCyGF2YxxrSPIlz2cMbY3,MasterCard,debit,12,2023,us,US,,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,01",,,,US
ch_1GNid5GF2YxxrSPIAbN1c5v9,Charge for payment 73753a55-63f7-4b63-834e-01fa24d3d323,Payment complete.,2020-03-17 16:50,"49,00","0,00",usd,Paid,cus_GZ56YgUKuazeg8,true,src_1G1wvHGF2YxxrSPI0Z0Q3Bkk,Visa,credit,10,2022,us,US,,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,66","0,85",,,,US
ch_1GNhB8GF2YxxrSPIjLFIGyP0,Invoice B7358811-0003,The bank returned the decline code `insufficient_funds`.,2020-03-17 15:18,"49,00","0,00",usd,Failed,cus_GXw538sU9idbXt,false,src_1G0qD4GF2YxxrSPIDi7IiSue,Visa,debit,8,2022,us,US,,pass,pass,in_1GMaoMGF2YxxrSPIdQjYjpcT,B7358811-0003,card,,,"0,00","0,00",,pi_1GMbkQGF2YxxrSPIq5Tg35bX,,
ch_1GNbAiGF2YxxrSPI4LW3xa6T,Charge for payment 52904d2a-a858-4451-ba60-d1effc81fe71,The bank returned the decline code `do_not_honor`.,2020-03-17 08:53,"49,00","0,00",usd,Failed,cus_GYxv1QMERaAqL2,false,src_1G1pyoGF2YxxrSPIcy107Xwp,MasterCard,credit,4,2024,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GNag3GF2YxxrSPI5crAUQy4,Invoice 8FBDCC12-0005,The bank returned the decline code `do_not_honor`.,2020-03-17 08:21,"49,00","0,00",usd,Failed,cus_GC6GaVg2wMcaKf,false,card_1GJ57ZGF2YxxrSPI0yatJJ5u,MasterCard,credit,9,2021,,US,,,,in_1GNZjjGF2YxxrSPIaLpqXv0K,8FBDCC12-0005,card,,,"0,00","0,00",,pi_1GNag3GF2YxxrSPIzRRAZGr4,,
ch_1GNXTQGF2YxxrSPIgZNcQFk3,Invoice 9FB58CF8-0004,Payment complete.,2020-03-17 04:56,"49,00","0,00",usd,Paid,cus_GNHj4p7zgMU8GY,true,src_1FqX9mGF2YxxrSPIRwqYYxpT,MasterCard,debit,1,2022,us,US,,pass,pass,in_1GNWXEGF2YxxrSPIzgvOUiQx,9FB58CF8-0004,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,00",,pi_1GNXTQGF2YxxrSPIRr3WPduZ,US 2020-2493,
ch_1GNXSuGF2YxxrSPIulWp4dhK,Charge for payment 86f754df-0d98-4416-b2cc-f59ef1b3416a,Payment complete.,2020-03-17 04:55,"49,00","0,00",usd,Paid,cus_GkW6v0tcrKg4H8,true,src_1GD0pUGF2YxxrSPIjhuDVWfK,Visa,debit,1,2021,us,US,,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,51","0,99",,,,US
ch_1GNUrYGF2YxxrSPIj1bHTq72,Invoice 950FDABF-0003,Payment complete.,2020-03-17 02:09,"49,00","0,00",usd,Paid,cus_GYOkc9HYWA8gDn,true,src_1G1I6iGF2YxxrSPIVycAxm5G,MasterCard,debit,8,2024,us,US,,pass,pass,in_1GNTvKGF2YxxrSPI8JiUhNZp,950FDABF-0003,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,50","1,00",,pi_1GNUrYGF2YxxrSPIlwPTBlyh,US 2020-2490,
ch_1GNUKQGF2YxxrSPIw94FH39g,Invoice 9F169DDB-0009,Payment complete.,2020-03-17 01:34,"49,00","0,00",usd,Paid,cus_FRuwDfFDza7eq0,true,src_1Ex12OGF2YxxrSPItD2G5uEq,Visa,debit,7,2022,us,US,,pass,pass,in_1GNTOIGF2YxxrSPI7PxeoHB8,9F169DDB-0009,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,51","0,99",,pi_1GNUKQGF2YxxrSPIBN5CbAWm,US 2020-2489,
ch_1GNTbHGF2YxxrSPImKR3bcn6,Charge for payment 1007cbfe-709a-451d-85d1-e73b19b568dc,Payment complete.,2020-03-17 00:48,"49,00","0,00",usd,Paid,cus_GvKF74RSELRPOT,true,src_1GNTaoGF2YxxrSPITguVFqxW,Visa,debit,11,2024,us,US,pass,pass,pass,,,card,,po_1GOZLCGF2YxxrSPISv21y7JH,"0,51","0,99",,,,US
ch_1GNTadGF2YxxrSPIkefQO2HX,Invoice FE895433-0003,The bank returned the decline code `insufficient_funds`.,2020-03-17 00:47,"49,00","0,00",usd,Failed,cus_GVpuNUp6jaB8ts,false,src_1FyqL9GF2YxxrSPIu9pyl8mH,Visa,debit,6,2021,,US,,,,in_1GKYpfGF2YxxrSPIclaTZqsQ,FE895433-0003,card,,,"0,00","0,00",,pi_1GKZlsGF2YxxrSPI9lL4XIAQ,,
ch_1GNRp7GF2YxxrSPI0ycWGMcF,Charge for payment 1af044b6-d3c8-4f2b-b8b3-00c123924d30,The bank returned the decline code `insufficient_funds`.,2020-03-16 22:54,"49,00","0,00",usd,Failed,cus_GYneA2qbGooBwR,false,src_1G1fkDGF2YxxrSPIyDeKkYMg,Visa,debit,6,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GNRC3GF2YxxrSPI3oFCIiIk,Invoice 6437525D-0003,The bank returned the decline code `transaction_not_allowed`.,2020-03-16 22:13,"49,00","0,00",usd,Failed,cus_GVnR9ElWLJOxtP,false,src_1Fy6MIGF2YxxrSPI1pI5ws9Y,MasterCard,debit,1,2023,us,US,,unavailable,unavailable,in_1GKWRPGF2YxxrSPI5JSoDVuC,6437525D-0003,card,,,"0,00","0,00",,pi_1GKXNUGF2YxxrSPIc5PPx0o5,,
ch_1GNR5vGF2YxxrSPI92HjhpEY,Invoice C8664AE2-0010,Payment complete.,2020-03-16 22:07,"49,00","0,00",usd,Paid,cus_FGcpVBbex7kX6g,true,src_1Em5Z2GF2YxxrSPIeewVpsXE,Visa,credit,12,2022,us,US,,pass,pass,in_1GNQ9oGF2YxxrSPI5BTN5dGB,C8664AE2-0010,card,,po_1GOD6FGF2YxxrSPIPM2GHJHQ,"0,65","0,84",,pi_1GNR5uGF2YxxrSPIlNjYIqEq,US 2020-2486,
ch_1GNQyIGF2YxxrSPIUL2pA8AL,Invoice D09C66A1-0012,Payment complete.,2020-03-16 21:59,"49,00","0,00",usd,Paid,cus_Etlv2cEHeXbVxD,true,src_1EPyMsGF2YxxrSPIz0J38DfH,MasterCard,debit,2,2022,us,US,,pass,pass,in_1GNQ2AGF2YxxrSPIAUYT2Xrg,D09C66A1-0012,card,,po_1GOD6FGF2YxxrSPIPM2GHJHQ,"0,50","0,99",,pi_1GNQyIGF2YxxrSPIKPLWKVup,US 2020-2485,
