id,Description,Seller Message,Created (UTC),Amount,Currency,Status,Statement Descriptor,Customer ID,Customer Description,Customer Email,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Transfer,Merchant Service Charge,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GA0WMGF2YxxrSPIQJtFD3C6,Invoice 215EF740-0011,Payment complete.,2020-02-08 21:07,"49,00",usd,Paid,mySugr Bundle US,cus_EqlDeFUV5bmuUn,,,true,src_1EN3ckGF2YxxrSPI1xxBmVhN,Visa,debit,4,2022,,pass,pass,in_1G9zX9GF2YxxrSPIoYsCO6xX,215EF740-0011,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1236,
ch_1G9yqzGF2YxxrSPIER2q57s8,Charge for payment 39f4f262-0e88-488d-8645-a0de81e2a5e3,Payment complete.,2020-02-08 19:20,"49,00",usd,Paid,,cus_GhNcNRBvofTOXw,,,true,src_1G9yqkGF2YxxrSPIgEEvC0RT,Visa,debit,7,2023,pass,pass,pass,,,po_1GBYWAGF2YxxrSPIIb3XYn1R,"0,63",,US
ch_1G9xsTGF2YxxrSPIaLZbpBBP,Invoice C5A9D6D2-0002,Payment complete.,2020-02-08 18:18,"49,00",usd,Paid,mySugr Bundle US,cus_GVjb2rzTxcwn54,,,true,src_1Fyi7aGF2YxxrSPITdPl68bB,Visa,debit,1,2025,,pass,pass,in_1G9wupGF2YxxrSPIDQg2gM40,C5A9D6D2-0002,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1234,
ch_1G9xiPGF2YxxrSPIOl2Jb77U,Charge for payment c919c6f7-2b6d-46e4-b6af-b4b3f1a7234f,Payment complete.,2020-02-08 18:07,"49,00",usd,Paid,,cus_GhMQn2MMmzAgyC,,,true,src_1G9xgqGF2YxxrSPIQWVn47ji,MasterCard,prepaid,12,2021,pass,pass,pass,,,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",,US
ch_1G9xIrGF2YxxrSPIJofvMp6r,Invoice 709663D9-0002,Payment complete.,2020-02-08 17:41,"49,00",usd,Paid,mySugr Bundle US,cus_GVixt3Y5L5vzaA,,,true,src_1FyhVfGF2YxxrSPI9wIlEJre,Visa,debit,9,2020,,pass,pass,in_1G9wI1GF2YxxrSPIyW7id2sf,709663D9-0002,po_1GBYWAGF2YxxrSPIIb3XYn1R,"0,63",US 2020-1232,
ch_1G9wNbGF2YxxrSPIXWPpTyTK,Invoice 5FB9D027-0002,The bank returned the decline code `do_not_honor`.,2020-02-08 16:42,"49,00",usd,Failed,mySugr Bundle US,cus_GVi2ygFAFTPhsJ,,,false,src_1FygU9GF2YxxrSPIs6Z9Ul22,Visa,debit,10,2021,,pass,pass,in_1G9vOAGF2YxxrSPIIq01FjDK,5FB9D027-0002,,"0,00",,
ch_1G9wNaGF2YxxrSPI7oYsftXV,Invoice 197A3B34-0004,Payment complete.,2020-02-08 16:42,"49,00",usd,Paid,mySugr Bundle US,cus_G8rGbhnJ9NHIAZ,,,true,src_1FcZWhGF2YxxrSPIPD02druB,Visa,debit,8,2020,,pass,pass,in_1G9vOAGF2YxxrSPI5lWowLvZ,197A3B34-0004,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1231,
ch_1G9wDUGF2YxxrSPIlw0caMoK,Invoice 7B7E4807-0005,Payment complete.,2020-02-08 16:31,"49,00",usd,Paid,mySugr Bundle US,cus_FxF60Ds6LJrVkM,,,true,src_1FRKayGF2YxxrSPI2QLjzAQm,American Express,credit,9,2023,,pass,pass,in_1G9vEYGF2YxxrSPI1bDfe900,7B7E4807-0005,po_1GBYWAGF2YxxrSPIIb3XYn1R,,US 2020-1230,
ch_1G9vkgGF2YxxrSPIi9CdiUo6,Invoice 50A265BF-0010,Payment complete.,2020-02-08 16:01,"49,00",usd,Paid,mySugr Bundle US,cus_F1v5TANDlHSGFv,,,true,src_1EXrE9GF2YxxrSPIumgXo65i,MasterCard,debit,10,2020,,pass,pass,in_1G9unAGF2YxxrSPI8zKCSF8B,50A265BF-0010,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1229,
ch_1G9uMJGF2YxxrSPIEmiuI6Zd,Invoice 641EF594-0004,Payment complete.,2020-02-08 14:32,"49,00",usd,Paid,mySugr Bundle US,cus_G8pChad5dEVxVg,,,true,src_1Fbuu8GF2YxxrSPIAyJGRV8G,Visa,debit,6,2021,,pass,pass,in_1G9tP4GF2YxxrSPIE2Hd0usW,641EF594-0004,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1227,
ch_1G9rvSGF2YxxrSPIARvLmey2,Invoice D5B37962-0010,Payment complete.,2020-02-08 11:56,"49,00",usd,Paid,mySugr Bundle US,cus_F1r7A34ZYYZvod,,,true,src_1EXnKFGF2YxxrSPIwPKupMdG,MasterCard,debit,11,2021,,pass,pass,in_1G9qwsGF2YxxrSPIKiivqN6b,D5B37962-0010,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1226,
ch_1G9oU8GF2YxxrSPIOutEwDBR,Invoice A36E5FBF-0002,Payment complete.,2020-02-08 08:16,"49,00",usd,Paid,mySugr Bundle US,cus_GVZsoXBx5yYXtP,,,true,src_1FyYilGF2YxxrSPIxlSJ0Lwh,Visa,credit,7,2023,,pass,pass,in_1G9nV0GF2YxxrSPIpeBSyu6W,A36E5FBF-0002,po_1GBYWAGF2YxxrSPIIb3XYn1R,"0,85",US 2020-1225,
ch_1G9mx5GF2YxxrSPILiBJb7jI,Invoice 2F0A6E1-0012,Payment complete.,2020-02-08 06:38,"49,00",usd,Paid,mySugr Bundle US,cus_EevENfhvRr0pZY,,,true,src_1EBbN0GF2YxxrSPIxbtH2pKX,MasterCard,debit,9,2023,,pass,,in_1G9lzgGF2YxxrSPITmMX153a,2F0A6E1-0012,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1224,
ch_1G9mvlGF2YxxrSPIBJVmbYYw,Charge for payment 8ffbe24e-d44c-4933-b2f5-5945ea5be1c2,Payment complete.,2020-02-08 06:36,"49,00",usd,Paid,,cus_GhBIchQIBNiM3Y,,,true,src_1G9mueGF2YxxrSPImdvywrdx,Visa,debit,10,2022,pass,pass,pass,,,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",,US
ch_1G9mmuGF2YxxrSPIRgQAerbr,Invoice 7374090C-0011,Payment complete.,2020-02-08 06:27,"49,00",usd,Paid,mySugr Bundle US,cus_EqX4WnCT97kCu5,,,true,src_1EMq03GF2YxxrSPIXJeyqxDb,American Express,credit,3,2022,,pass,pass,in_1G9lqeGF2YxxrSPIyvks6sKV,7374090C-0011,po_1GBYWAGF2YxxrSPIIb3XYn1R,,US 2020-1222,
ch_1G9lPoGF2YxxrSPILo7ow53a,Invoice 2A09513-0012,Payment complete.,2020-02-08 04:59,"49,00",usd,Paid,mySugr Bundle US,cus_Eetb0BNssuNwlv,,,true,src_1EBZncGF2YxxrSPInNnYZJy9,Visa,debit,9,2021,,pass,,in_1G9kQGGF2YxxrSPIceqblSDZ,2A09513-0012,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1221,
ch_1G9kkTGF2YxxrSPIYEu1RU1f,Invoice B38540FA-0009,Payment complete.,2020-02-08 04:16,"49,00",usd,Paid,mySugr Bundle US,cus_FDLgYXleZMHpav,,,true,src_1EiuwxGF2YxxrSPIGdyvikpG,Visa,debit,1,2023,,pass,pass,in_1G9jkjGF2YxxrSPIBRr28ufk,B38540FA-0009,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1220,
ch_1G9igUGF2YxxrSPIjwl80Nux,Invoice 34256633-0010,Payment complete.,2020-02-08 02:04,"49,00",usd,Paid,mySugr Bundle US,cus_F1haa5aCOHHqum,,,true,src_1EXeAcGF2YxxrSPIkTLWivqq,MasterCard,credit,10,2023,,pass,pass,in_1G9hiRGF2YxxrSPIys805eBv,34256633-0010,po_1GBYWAGF2YxxrSPIIb3XYn1R,"0,86",US 2020-1218,
ch_1G9igUGF2YxxrSPIXe2iz2tP,Invoice C4F9315D-0005,Payment complete.,2020-02-08 02:04,"49,00",usd,Paid,mySugr Bundle US,cus_Fx1769zAWlUqmN,,,true,src_1FR755GF2YxxrSPIcl3X6tng,Visa,debit,4,2020,,pass,pass,in_1G9hiPGF2YxxrSPIiziyIbza,C4F9315D-0005,po_1GBYWAGF2YxxrSPIIb3XYn1R,"1,01",US 2020-1219,
ch_1G9iGSGF2YxxrSPISunQek6t,Invoice 26FFD6BD-0006,The bank returned the decline code `insufficient_funds`.,2020-02-08 01:37,"49,00",usd,Failed,mySugr Bundle US,cus_FllqZe3m4D1eqt,,,false,src_1FGEIiGF2YxxrSPIFE5Z2kXd,MasterCard,debit,6,2022,,pass,pass,in_1G9hDzGF2YxxrSPIdJBzChXa,26FFD6BD-0006,,"0,00",,
ch_1G9ghfGF2YxxrSPINQLeqvt0,Invoice E1DAB67B-0002,Payment complete.,2020-02-07 23:57,"49,00",usd,Paid,mySugr Bundle US,cus_GVRkQTxFRh6WaB,,,true,src_1FyQr0GF2YxxrSPIlRQF001T,Visa,debit,8,2024,,pass,pass,in_1G9fdVGF2YxxrSPI4Sh99hx6,E1DAB67B-0002,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1214,
ch_1G9gMZGF2YxxrSPINN9Fjocj,Invoice E0B3C6F1-0002,Payment complete.,2020-02-07 23:35,"49,00",usd,Paid,mySugr Bundle US,cus_GVRS6TZG0D6Nbw,,,true,src_1FyQX3GF2YxxrSPI11xXX70W,Visa,credit,8,2023,,pass,pass,in_1G9fLKGF2YxxrSPIKZhZ1kma,E0B3C6F1-0002,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,85",US 2020-1213,
ch_1G9f1iGF2YxxrSPIR4ObtnpZ,Invoice 982096BD-0007,Payment complete.,2020-02-07 22:10,"49,00",usd,Paid,mySugr Bundle US,cus_Fa6bw9GrKJDikz,,,true,src_1F4wNKGF2YxxrSPILQx173HN,Visa,credit,11,2022,,pass,pass,in_1G9e55GF2YxxrSPIXb1bST8o,982096BD-0007,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,85",US 2020-1212,
ch_1G9dsDGF2YxxrSPIuGzDymJx,Invoice E2727F54-0005,The bank returned the decline code `do_not_honor`.,2020-02-07 20:56,"49,00",usd,Failed,mySugr Bundle US,cus_FvoTUmcOM0ilDk,,,false,card_1FhKzgGF2YxxrSPI30vttD3Z,Visa,prepaid,2,2021,,unavailable,unavailable,in_1G8XTaGF2YxxrSPIQ4z3wUmI,E2727F54-0005,,"0,00",,
ch_1G9ddYGF2YxxrSPIvh3fpBVU,Invoice 1330869C-0005,The bank returned the decline code `do_not_honor`.,2020-02-07 20:41,"49,00",usd,Failed,mySugr Bundle US,cus_G6DGZalrV1tf52,,,false,src_1FyNsfGF2YxxrSPISR7DD8tH,Visa,prepaid,8,2022,,unavailable,unavailable,in_1G9cesGF2YxxrSPIoQ4h4rmZ,1330869C-0005,,"0,00",,
ch_1G9ddWGF2YxxrSPIjDjDSR5c,Invoice D0112A9B-0008,Payment complete.,2020-02-07 20:41,"49,00",usd,Paid,mySugr Bundle US,cus_FOT2NkKYTs4GWS,,,true,src_1Etg6SGF2YxxrSPIOdwG7jWh,Visa,debit,3,2020,,pass,pass,in_1G9cagGF2YxxrSPIn7MkTpb1,D0112A9B-0008,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1211,
ch_1G9bstGF2YxxrSPIhnstFhou,Invoice BB773A3-0008,Payment complete.,2020-02-07 18:48,"49,00",usd,Paid,mySugr Bundle US,cus_CkNzazUGq9UrSS,,,true,src_1F4tDDGF2YxxrSPIRtDnfmjb,Visa,credit,12,2019,,fail,fail,in_1G9aunGF2YxxrSPIZ3YLFusA,BB773A3-0008,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,63",US 2020-1208,
ch_1G9bnhGF2YxxrSPIiUGY1V9a,Invoice F655E6C3-0004,Payment complete.,2020-02-07 18:43,"49,00",usd,Paid,mySugr Bundle US,cus_G7OIHu0QTBUFmv,,,true,src_1Fb9UpGF2YxxrSPI2bZl69O8,Visa,debit,8,2022,,pass,pass,in_1G8VMHGF2YxxrSPIKPonkrD7,F655E6C3-0004,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1207,
ch_1G9bU0GF2YxxrSPI1IhSxxCT,Invoice B6712F29-0004,Payment complete.,2020-02-07 18:23,"49,00",usd,Paid,mySugr Bundle US,cus_G8VgEwgKPFdn4I,,,true,src_1Fc4FFGF2YxxrSPIaiqdRFXS,Visa,debit,7,2023,,pass,pass,in_1G9aXDGF2YxxrSPIVs4f15ks,B6712F29-0004,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1206,
ch_1G9asMGF2YxxrSPIJNhGx9au,Charge for payment 56c2e9fb-22ad-431e-8480-22d459eb0e32,The bank returned the decline code `do_not_honor`.,2020-02-07 17:44,"49,00",usd,Failed,,cus_Ggyp6D9HwzjkLU,,,false,src_1G9arYGF2YxxrSPIhpVyUSjV,Visa,credit,9,2022,pass,pass,pass,,,,"0,00",,US
ch_1G9aomGF2YxxrSPINmyIh7n9,Invoice C80DA3D-0039,Payment complete.,2020-02-07 17:40,"49,00",usd,Paid,mySugr Bundle US,cus_CIjxz3iPUIAtre,,,true,card_1G8xCHGF2YxxrSPIgFVm5Sko,Visa,debit,1,2025,,,,in_1G8URNGF2YxxrSPI6fYdXNlC,C80DA3D-0039,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1202,
ch_1G9aeJGF2YxxrSPICxaxISeJ,Invoice 3899247D-0003,Payment complete.,2020-02-07 17:29,"49,00",usd,Paid,mySugr Bundle US,cus_GJjVXvTXaWfj27,,,true,src_1Fn5y5GF2YxxrSPIqBo5OcRd,MasterCard,credit,12,2022,,pass,pass,in_1G9Zb2GF2YxxrSPIHCdWOq5C,3899247D-0003,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,86",US 2020-1201,
ch_1G9aSEGF2YxxrSPIM6hrNghW,Invoice 4930D6A0-0008,Payment complete.,2020-02-07 17:17,"49,00",usd,Paid,mySugr Bundle US,cus_FOPqfFBdXuyHWZ,,,true,src_1Etd18GF2YxxrSPIHMzF8KlO,MasterCard,prepaid,2,2023,,pass,fail,in_1G9ZUQGF2YxxrSPI2yQQXY4D,4930D6A0-0008,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1200,
ch_1G9aS8GF2YxxrSPIYLk4ssiq,Invoice 57C5919-0013,Payment complete.,2020-02-07 17:17,"49,00",usd,Paid,mySugr Bundle US,cus_EUDss4ABDosKfL,,,true,src_1E1FQMGF2YxxrSPIWE1kWEpj,MasterCard,debit,10,2021,,pass,,in_1G9ZOPGF2YxxrSPI09Kkdn39,57C5919-0013,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,63",US 2020-1199,
ch_1G9aLiGF2YxxrSPIxLaSApWA,Charge for payment ebeab83a-d90f-452a-a99d-8dcf919751a0,Payment complete.,2020-02-07 17:10,"49,00",usd,Paid,,cus_GgyIxBG1N0i93R,,,true,src_1G9aKoGF2YxxrSPIxw3Hb7vN,MasterCard,debit,8,2021,pass,pass,fail,,,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",,US
ch_1G9XjWGF2YxxrSPIauTtbFSw,Invoice 754D8BAE-0009,Payment complete.,2020-02-07 14:23,"49,00",usd,Paid,mySugr Bundle US,cus_FD8GcyYBWllQTT,,,true,src_1EihwrGF2YxxrSPIhLw6t43b,MasterCard,debit,5,2022,,pass,pass,in_1G9WleGF2YxxrSPIEOO0Lypr,754D8BAE-0009,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1195,
ch_1G9XMTGF2YxxrSPIkq1DZgya,Charge for payment 0f0e0acf-9c33-484b-8d57-71fa2e00a38a,Payment complete.,2020-02-07 13:59,"49,00",usd,Paid,,cus_GgvCc7lCc9uXF7,,,true,src_1G9XLfGF2YxxrSPI4uSXGAQn,Visa,debit,2,2022,pass,pass,pass,,,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",,US
ch_1G9NMRGF2YxxrSPIdAFevwMR,Invoice 131BCD2-0028,The bank returned the decline code `do_not_honor`.,2020-02-07 03:18,"49,00",usd,Failed,mySugr Bundle US,cus_BeZnKKbseQiAmu,,,false,src_1FWZL2GF2YxxrSPIAr3ZZahq,MasterCard,debit,1,2021,,pass,pass,in_1G3vC3GF2YxxrSPINKJ4Rwfa,131BCD2-0028,,"0,00",,
ch_1G9MqZGF2YxxrSPI4KSdxPZB,Invoice E16A9208-0002,Payment complete.,2020-02-07 02:45,"49,00",usd,Paid,mySugr Bundle US,cus_GV7KPhoiZTFzBb,,,true,src_1Fy74xGF2YxxrSPI945dHd5i,Visa,credit,12,2023,,pass,pass,in_1G9Ls1GF2YxxrSPILNUbFel2,E16A9208-0002,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,85",US 2020-1189,
ch_1G9LD8GF2YxxrSPI0Lzji5uZ,Charge for payment c1f60817-2ee1-442d-943b-501c95872c4e,Payment complete.,2020-02-07 01:00,"49,00",usd,Paid,,cus_Ggiek8TrCtyJNb,,,true,src_1G9LCVGF2YxxrSPIcnOXkQjw,Visa,debit,7,2022,pass,pass,pass,,,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",,US
ch_1G9Kf8GF2YxxrSPI3rPjdCI1,Invoice FDE65231-0009,Payment complete.,2020-02-07 00:25,"49,00",usd,Paid,mySugr Bundle US,cus_FCukK0wwlO9yr2,,,true,src_1EiUtoGF2YxxrSPIiRkZbU0M,Visa,credit,1,2021,,pass,pass,in_1G9JgDGF2YxxrSPIpRnEG4ja,FDE65231-0009,po_1GBCNbGF2YxxrSPIOg6UczsJ,"0,85",US 2020-1186,
ch_1G9KabGF2YxxrSPIkFO5u0N3,Invoice 0D1C7EF4-0005,Payment complete.,2020-02-07 00:20,"49,00",usd,Paid,mySugr Bundle US,cus_FwcFyNuJD0SGSZ,,,true,src_1FQizpGF2YxxrSPIVH9ju0jV,American Express,credit,7,2020,,pass,pass,in_1G9JdRGF2YxxrSPIIVzEsj8o,0D1C7EF4-0005,po_1GBCNbGF2YxxrSPIOg6UczsJ,,US 2020-1185,
ch_1G9KVlGF2YxxrSPIpt0327xi,Invoice DE2FD82-0017,Payment complete.,2020-02-07 00:15,"49,00",usd,Paid,mySugr Bundle US,cus_CWEM5xhvlDCOJN,,,true,src_1EiUkHGF2YxxrSPIrovMiZTX,Visa,debit,8,2024,,pass,pass,in_1G9JWNGF2YxxrSPIUitVAkN6,DE2FD82-0017,po_1GBCNbGF2YxxrSPIOg6UczsJ,"1,01",US 2020-1184,
ch_1G9KD6GF2YxxrSPI1ZwyNzKy,Invoice E1B5C29C-0009,Payment complete.,2020-02-06 23:56,"49,00",usd,Paid,mySugr Bundle US,cus_F6GGV04NQQkKO7,,,true,src_1EiUN6GF2YxxrSPI16iakWqg,Visa,credit,10,2020,,pass,pass,in_1G9JFEGF2YxxrSPIqs0C5Nea,E1B5C29C-0009,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1183,
ch_1G9JOXGF2YxxrSPIP4rsva4E,Charge for payment b6825ac9-9c9f-4145-85b9-3e3ccb9615fc,Payment complete.,2020-02-06 23:04,"49,00",usd,Paid,,cus_GgglhhcfasfwNy,,,true,src_1G9JNnGF2YxxrSPIfqB4NF7e,American Express,credit,3,2024,pass,pass,pass,,,po_1GApwmGF2YxxrSPIdPKvvpZ4,,,US
ch_1G9IYuGF2YxxrSPIcUnkXlrT,Invoice 1ADC48B1-0006,Payment complete.,2020-02-06 22:11,"49,00",usd,Paid,mySugr Bundle US,cus_FlLDBMbjBO1biT,,,true,src_1FFodAGF2YxxrSPIUmfL7oiF,Visa,debit,6,2022,,pass,pass,in_1G9HYLGF2YxxrSPIQzaHHzAv,1ADC48B1-0006,po_1GApwmGF2YxxrSPIdPKvvpZ4,"1,01",US 2020-1179,
ch_1G9H9gGF2YxxrSPI4DeDjdWA,Invoice C24D8330-0007,Payment complete.,2020-02-06 20:40,"49,00",usd,Paid,mySugr Bundle US,cus_FZhrZ9f7o9J9kB,,,true,src_1F4YRgGF2YxxrSPIEfYXokCz,Visa,debit,7,2021,,pass,pass,in_1G9G8yGF2YxxrSPIscOs9hYF,C24D8330-0007,po_1GApwmGF2YxxrSPIdPKvvpZ4,"1,01",US 2020-1177,
ch_1G9EgmGF2YxxrSPIKjQDUWOd,Invoice 3B1F424B-0003,Payment complete.,2020-02-06 18:02,"49,00",usd,Paid,mySugr Bundle US,cus_GJMqutep9prpBq,,,true,src_1FmjzWGF2YxxrSPIlOf5AWS9,American Express,credit,12,2022,,pass,pass,in_1G9DelGF2YxxrSPIpFgVoPtg,3B1F424B-0003,po_1GApwmGF2YxxrSPIdPKvvpZ4,,US 2020-1176,
ch_1G9EP5GF2YxxrSPIBgqKIcTj,Invoice E917A8F0-0006,Payment complete.,2020-02-06 17:44,"49,00",usd,Paid,mySugr Bundle US,cus_FlGtx8gmYXAd1i,,,true,src_1FFkLxGF2YxxrSPIbCWCIp2I,MasterCard,credit,8,2022,,fail,fail,in_1G9DHNGF2YxxrSPI59FYkBy2,E917A8F0-0006,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1175,
ch_1G9D26GF2YxxrSPIT7eTNujP,Charge for payment 319237ef-e40a-41ed-9934-00fe5df4edf5,Payment complete.,2020-02-06 16:16,"49,00",usd,Paid,,cus_GgaCKDpj0cyLvI,,,true,src_1G9D1eGF2YxxrSPIGWm8HGAo,Visa,debit,6,2022,pass,pass,pass,,,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,63",,US
ch_1G9CgnGF2YxxrSPIIvhwJ8Ev,Invoice 77964DB-0007,The bank returned the decline code `insufficient_funds`.,2020-02-06 15:54,"49,00",usd,Failed,mySugr Bundle US,cus_CeU4XCATnw2xNc,,,false,src_1FhdJbGF2YxxrSPICTK0bt9V,Visa,credit,6,2022,,pass,pass,in_1G3kOOGF2YxxrSPIFtuimNlt,77964DB-0007,,"0,00",,
ch_1G9CbgGF2YxxrSPIHYApLt9E,Invoice E4C40B23-0005,Payment complete.,2020-02-06 15:49,"49,00",usd,Paid,mySugr Bundle US,cus_FwTxUpxw0VqFS1,,,true,src_1FQazEGF2YxxrSPI9zBJB8bP,Visa,credit,12,2023,,pass,pass,in_1G9Bc4GF2YxxrSPIVuRDQPFb,E4C40B23-0005,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1173,
ch_1G9CZ9GF2YxxrSPIOJpGBgN6,Charge for payment ce5474a4-458e-48af-8863-bc075df377d8,Payment complete.,2020-02-06 15:46,"49,00",usd,Paid,,cus_GgZi4VcMqdWtVl,,,true,src_1G9CYpGF2YxxrSPI0676ZXis,Visa,credit,9,2023,pass,pass,fail,,,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",,US
ch_1G9BEtGF2YxxrSPIlrVaFEuS,Invoice A633174C-0003,Payment complete.,2020-02-06 14:21,"49,00",usd,Paid,mySugr Bundle US,cus_GIBeb4N7E3F2a1,,,true,src_1FlbH4GF2YxxrSPIkHiN41SU,Visa,credit,3,2024,,pass,pass,in_1G84pXGF2YxxrSPILA1wROkQ,A633174C-0003,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1171,
ch_1G99tEGF2YxxrSPIBgxlFfTk,Invoice 3D4407B-0019,Payment complete.,2020-02-06 12:55,"49,00",usd,Paid,mySugr Bundle US,cus_CsH5HFaqmgzXLh,,,true,src_1EX5LcGF2YxxrSPIPWmkLZsY,Visa,credit,8,2023,,pass,pass,in_1G98tGGF2YxxrSPIx2AJpaNz,3D4407B-0019,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1169,
ch_1G951AGF2YxxrSPIZyDi6liU,Invoice 5A266421-0009,Payment complete.,2020-02-06 07:43,"49,00",usd,Paid,mySugr Bundle US,cus_FCeb9WE7zOcp13,,,true,src_1EiFHEGF2YxxrSPIUvrq4tGL,Visa,credit,11,2022,,pass,pass,in_1G943MGF2YxxrSPIeL1WG2iz,5A266421-0009,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1168,
ch_1G94UpGF2YxxrSPIS7dIdG9n,Charge for payment 3b0d9c48-ea89-48b0-8a46-cf0f7ceffd7c,Payment complete.,2020-02-06 07:09,"49,00",usd,Paid,,cus_GgRN228M6l4Hhu,,,true,src_1G94QdGF2YxxrSPIfHC7pVWw,Visa,debit,11,2024,pass,pass,pass,,,po_1GApwmGF2YxxrSPIdPKvvpZ4,"1,01",,US
ch_1G9186GF2YxxrSPIrqEJuMHl,Invoice 302B80D-0015,Payment complete.,2020-02-06 03:34,"49,00",usd,Paid,mySugr Bundle US,cus_DSLhb6XAh1a9EQ,,,true,src_1FQPX0GF2YxxrSPIZvom6ZwX,Visa,credit,11,2022,,pass,pass,in_1G909pGF2YxxrSPIPQuHKTwF,302B80D-0015,po_1GApwmGF2YxxrSPIdPKvvpZ4,"0,86",US 2020-1164,
ch_1G8zxZGF2YxxrSPISPtnWdlF,Charge for payment 6590a274-e683-4ac4-8397-66697851ce72,The bank returned the decline code `do_not_honor`.,2020-02-06 02:19,"49,00",usd,Failed,,cus_EkOwOyRwgcZaPu,,,false,src_1EGu7gGF2YxxrSPI8t9QDUIY,Visa,credit,4,2022,,pass,pass,,,,"0,00",,US
ch_1G8zxMGF2YxxrSPID2M0qppR,Charge for payment 3f03f6b1-5b16-4e96-a2ef-72ba7ba597e5,The bank returned the decline code `do_not_honor`.,2020-02-06 02:19,"49,00",usd,Failed,,cus_EkOwOyRwgcZaPu,,,false,src_1EGu7gGF2YxxrSPI8t9QDUIY,Visa,credit,4,2022,,pass,pass,,,,"0,00",,US
ch_1G8xzaGF2YxxrSPIVeMC1Jqm,Invoice 03F610AF-0010,Payment complete.,2020-02-06 00:13,"49,00",usd,Paid,mySugr Bundle US,cus_F0vKe3pW4bQcSa,,,true,src_1EWtT2GF2YxxrSPIGk7HnNAc,MasterCard,debit,5,2022,,pass,pass,in_1G8x1cGF2YxxrSPIVuKy22qt,03F610AF-0010,po_1GApwmGF2YxxrSPIdPKvvpZ4,"1,01",US 2020-1161,
ch_1G8wtUGF2YxxrSPIDILsw1dm,Invoice 8CC8129A-0006,Payment complete.,2020-02-05 23:02,"49,00",usd,Paid,mySugr Bundle US,cus_Fkyvo9mGAmY1xG,,,true,src_1FFSrQGF2YxxrSPIQ4ZQcJK8,American Express,credit,2,2020,,fail,pass,in_1G8vsZGF2YxxrSPIwxRXNnb7,8CC8129A-0006,po_1GAQheGF2YxxrSPIxMDnziCM,,US 2020-1160,
ch_1G8wZ0GF2YxxrSPIUJx7YDqC,Invoice 75C109AD-0002,Payment complete.,2020-02-05 22:41,"49,00",usd,Paid,mySugr Bundle US,cus_GUgCO3GHxhIhoC,,,true,src_1FxgpWGF2YxxrSPI54h8ircm,Visa,debit,10,2022,,pass,pass,in_1G8vcAGF2YxxrSPIwPX7wXgw,75C109AD-0002,po_1GAQheGF2YxxrSPIxMDnziCM,"1,00",US 2020-1159,
